"FND_APP_FLEX_VALUE_SET.ValueSetCode","Value","IndependentValue","IndependentValueNumber","IndependentValueDate","IndependentValueTimestamp","ValueNumber","ValueDate","ValueTimestamp","TranslatedValue","Description","EnabledFlag","StartDateActive","EndDateActive","SummaryFlag","FlexValueAttribute1","FlexValueAttribute2","FlexValueAttribute3","FlexValueAttribute4","FlexValueAttribute5","FlexValueAttribute6","SortOrder","ExternalDataSource","CreationDate","CreatedBy","LastUpdateDate","LastUpdatedBy","LastUpdateLogin"
"FBQSRSUB_CAT","Chicken","Meat","","","","","","","","Chicken","Y","","","","","","","","","","","","2021/08/10 12:47:09.126","CUSTOMIZED_USER","2021/08/10 12:47:49.881","CUSTOMIZED_USER","C832D1666911B97DE0530364FD0AB501"
"FBQSRSUB_CAT","Fish","Meat","","","","","","","","Fish","Y","","","","","","","","","","","","2021/08/10 12:47:27.521","CUSTOMIZED_USER","2021/08/10 12:47:49.964","CUSTOMIZED_USER","C832D1666911B97DE0530364FD0AB501"
"FBQSRSUB_CAT","Sausage","Meat","","","","","","","","Sausage","Y","","","","","","","","","","","","2021/08/10 12:49:07.466","CUSTOMIZED_USER","2021/08/10 12:50:09.721","CUSTOMIZED_USER","C832D1666911B97DE0530364FD0AB501"
"FBQSRSUB_CAT","Curly Fries","Potatos","","","","","","","","Curly Fries","Y","","","","","","","","","","","","2021/08/12 13:15:08.931","CUSTOMIZED_USER","2021/08/12 13:15:31.317","CUSTOMIZED_USER","C83129B9724A624AE0530264FD0AE97B"
"FBQSRSUB_CAT","Fries","Potatos","","","","","","","","Fries","Y","","","","","","","","","","","","2021/08/12 13:12:17.269","CUSTOMIZED_USER","2021/08/12 13:13:00.368","CUSTOMIZED_USER","C83129B9724A624AE0530264FD0AE97B"
"FBQSRSUB_CAT","Jacket Potato","Potatos","","","","","","","","Jacket Potato","Y","","","","","","","","","","","","2021/08/12 13:12:36.406","CUSTOMIZED_USER","2021/08/12 13:13:00.464","CUSTOMIZED_USER","C83129B9724A624AE0530264FD0AE97B"
"CV-Geographic Zone","Americas","","","","","","","","","Americas","Y","","","","","","","","","","","","2014/01/22 20:47:27.087","CUSTOMIZED_USER","2014/01/22 20:47:55.743","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV-Geographic Zone","Asia Pacific","","","","","","","","","Asia Pacific","Y","","","","","","","","","","","","2014/01/22 20:47:44.857","CUSTOMIZED_USER","2014/01/22 20:47:55.816","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV-Geographic Zone","EMEA","","","","","","","","","EMEA","Y","","","","","","","","","","","","2014/01/22 20:47:44.88","CUSTOMIZED_USER","2014/01/22 20:47:55.821","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV1 Deal Size Band","0 to Less Than 1 Million","","","","","","","","","","Y","","","","","","","","","","1","","2014/01/22 20:47:55.855","CUSTOMIZED_USER","2014/01/22 20:47:55.993","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV1 Deal Size Band","1 Million to Less Than 5 Million","","","","","","","","","","Y","","","","","","","","","","2","","2014/01/22 20:47:55.885","CUSTOMIZED_USER","2014/01/22 20:47:55.995","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV1 Deal Size Band","20 Million or More","","","","","","","","","","Y","","","","","","","","","","4","","2014/01/22 20:47:55.904","CUSTOMIZED_USER","2014/01/22 20:47:55.996","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV1 Deal Size Band","5 Million to Less Than 20 Million","","","","","","","","","","Y","","","","","","","","","","3","","2014/01/22 20:47:55.942","CUSTOMIZED_USER","2014/01/22 20:47:55.997","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV1-Country","DE","","","","","","","","","Germany","Y","","","","","","","","","","","","2014/01/22 20:47:56.018","CUSTOMIZED_USER","2014/01/22 20:47:56.129","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV1-Country","GB","","","","","","","","","United Kingdom","Y","","","","","","","","","","","","2014/01/22 20:47:56.037","CUSTOMIZED_USER","2014/01/22 20:47:56.13","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV1-Country","JP","","","","","","","","","Japan","Y","","","","","","","","","","","","2014/01/22 20:47:56.05","CUSTOMIZED_USER","2014/01/22 20:47:56.132","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV1-Country","UK","","","","","","","","","United Kingdom","Y","","","","","","","","","","","","2014/01/22 20:47:56.065","CUSTOMIZED_USER","2014/01/22 20:47:56.134","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV1-Country","US","","","","","","","","","United States","Y","","","","","","","","","","","","2014/01/22 20:47:56.085","CUSTOMIZED_USER","2014/01/22 20:47:56.136","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV1-Man Days Band","0 to 100","","","","","","","","","","Y","","","","","","","","","","1","","2014/01/22 20:47:56.155","CUSTOMIZED_USER","2014/01/22 20:47:56.252","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV1-Man Days Band","1001 or More","","","","","","","","","","Y","","","","","","","","","","4","","2014/01/22 20:47:56.174","CUSTOMIZED_USER","2014/01/22 20:47:56.255","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV1-Man Days Band","101 to 500","","","","","","","","","","Y","","","","","","","","","","2","","2014/01/22 20:47:56.189","CUSTOMIZED_USER","2014/01/22 20:47:56.257","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"CV1-Man Days Band","501 to 1000","","","","","","","","","","Y","","","","","","","","","","3","","2014/01/22 20:47:56.203","CUSTOMIZED_USER","2014/01/22 20:47:56.258","CUSTOMIZED_USER","F0963AF5916D3B3FE0436204548C266B"
"GSE_ADJUNCT_CREDIT_HOURS","2","","","","","2","","","","2 Credit Hours","Y","2010/01/01","4712/12/31","","","","","","","","","","2020/04/14 12:36:00.654","CUSTOMIZED_USER","2020/04/14 12:39:59.126","CUSTOMIZED_USER","A33FC9B40A8FE926E053B090DF0A29A7"
"GSE_ADJUNCT_CREDIT_HOURS","3","","","","","3","","","","3 Credit Hours","Y","2010/01/01","4712/12/31","","","","","","","","","","2020/04/14 12:37:31.078","CUSTOMIZED_USER","2020/04/14 12:39:59.319","CUSTOMIZED_USER","A33FC9B40A8FE926E053B090DF0A29A7"
"GSE_ADJUNCT_CREDIT_HOURS","4","","","","","4","","","","4 Credit Hours","Y","2010/01/01","4712/12/31","","","","","","","","","","2020/04/14 12:38:23.907","CUSTOMIZED_USER","2020/04/14 12:39:59.449","CUSTOMIZED_USER","A33FC9B40A8FE926E053B090DF0A29A7"
"GSE_ADJUNCT_CREDIT_HOURS","5","","","","","5","","","","5 Credit Hours","Y","2010/01/01","4712/12/31","","","","","","","","","","2020/04/14 12:38:52.414","CUSTOMIZED_USER","2020/04/14 12:39:59.568","CUSTOMIZED_USER","A33FC9B40A8FE926E053B090DF0A29A7"
"GSE_ADJUNCT_CREDIT_HOURS","6","","","","","6","","","","6 Credit Hours","Y","2010/01/01","4712/12/31","","","","","","","","","","2020/04/14 12:39:19.853","CUSTOMIZED_USER","2020/04/14 12:39:59.681","CUSTOMIZED_USER","A33FC9B40A8FE926E053B090DF0A29A7"
"GSE_COURSE_LEVEL","1","","","","","1","","","","Undergraduate","Y","2010/01/01","4712/12/31","","","","","","","","","","2020/04/14 12:53:22.48","CUSTOMIZED_USER","2020/04/14 12:55:30.139","CUSTOMIZED_USER","A33FC9B40A8FE926E053B090DF0A29A7"
"GSE_COURSE_LEVEL","2","","","","","2","","","","Masters","Y","2010/01/01","4712/12/31","","","","","","","","","","2020/04/14 12:54:10.196","CUSTOMIZED_USER","2020/04/14 12:55:30.303","CUSTOMIZED_USER","A33FC9B40A8FE926E053B090DF0A29A7"
"GSE_COURSE_LEVEL","3","","","","","3","","","","Doctorate","Y","2010/01/01","4712/12/31","","","","","","","","","","2020/04/14 12:54:38.961","CUSTOMIZED_USER","2020/04/14 12:55:30.427","CUSTOMIZED_USER","A33FC9B40A8FE926E053B090DF0A29A7"
"GSE_PAYMENT_DURATION","12","","","","","12","","","","12 Months","Y","2010/01/01","4712/12/31","","","","","","","","","","2020/04/14 12:46:38.096","CUSTOMIZED_USER","2020/04/14 12:47:12.02","CUSTOMIZED_USER","A33FC9B40A8FE926E053B090DF0A29A7"
"GSE_PAYMENT_DURATION","3","","","","","3","","","","3 Months","Y","2010/01/01","4712/12/31","","","","","","","","","","2020/04/14 12:44:23.464","CUSTOMIZED_USER","2020/04/14 12:47:10.915","CUSTOMIZED_USER","A33FC9B40A8FE926E053B090DF0A29A7"
"GSE_PAYMENT_DURATION","6","","","","","6","","","","6 Months","Y","2010/01/01","4712/12/31","","","","","","","","","","2020/04/14 12:45:35.908","CUSTOMIZED_USER","2020/04/14 12:47:11.228","CUSTOMIZED_USER","A33FC9B40A8FE926E053B090DF0A29A7"
"GSE_PAYMENT_DURATION","9","","","","","9","","","","9 Months","Y","2010/01/01","4712/12/31","","","","","","","","","","2020/04/14 12:46:12.193","CUSTOMIZED_USER","2020/04/14 12:47:11.856","CUSTOMIZED_USER","A33FC9B40A8FE926E053B090DF0A29A7"
"PaymentDuration","10","","","","","10","","","","10 Months","Y","2010/01/01","4712/12/31","","","","","","","","","","2021/08/22 14:29:43.091","CUSTOMIZED_USER","2021/08/22 14:31:03.673","CUSTOMIZED_USER","CA14834236E169FEE0530364FD0A4BF1"
"PaymentDuration","12","","","","","12","","","","12 Months","Y","2010/01/01","4712/12/31","","","","","","","","","","2021/08/22 14:29:54.304","CUSTOMIZED_USER","2021/08/22 14:31:03.822","CUSTOMIZED_USER","CA14834236E169FEE0530364FD0A4BF1"
"PaymentDuration","9","","","","","9","","","","9 Months","Y","2010/01/01","4712/12/31","","","","","","","","","","2021/08/22 14:29:10.38","CUSTOMIZED_USER","2021/08/22 14:31:03.375","CUSTOMIZED_USER","CA14834236E169FEE0530364FD0A4BF1"
"ContractType","GPO-DIST","","","","","","","","","GPO Contract with Distributor","Y","","","","","","","","","","","","2021/02/02 16:32:07.559","CUSTOMIZED_USER","2021/02/02 16:32:46.428","CUSTOMIZED_USER","BA5DD57CBA9FFDA5E0539E90DF0AD870"
"ContractType","GPO-MFG","","","","","","","","","GPO Contract with Distributor","Y","","","","","","","","","","","","2021/02/02 16:32:17.729","CUSTOMIZED_USER","2021/02/02 16:32:46.546","CUSTOMIZED_USER","BA5DD57CBA9FFDA5E0539E90DF0AD870"
"ContractType","LOCAL","","","","","","","","","Locally Negotiated Contract","Y","","","","","","","","","","","","2021/02/02 16:32:31.42","CUSTOMIZED_USER","2021/02/02 16:32:46.65","CUSTOMIZED_USER","BA5DD57CBA9FFDA5E0539E90DF0AD870"
"ContractType","N/A","","","","","","","","","","Y","","","","","","","","","","","","2021/02/02 16:32:40.662","CUSTOMIZED_USER","2021/02/02 16:32:46.745","CUSTOMIZED_USER","BA5DD57CBA9FFDA5E0539E90DF0AD870"
"FD_COMMON","1","","","","","","","","","1","Y","","","","","","","","","","1","","2022/03/18 20:00:46.58","CUSTOMIZED_USER","2022/03/18 20:00:58.516","CUSTOMIZED_USER","D9EAF3B74999544CE053B065F00A4265"
"FD_COMMON","2","","","","","","","","","2","Y","","","","","","","","","","2","","2022/03/18 20:00:51.002","CUSTOMIZED_USER","2022/03/18 20:00:58.712","CUSTOMIZED_USER","D9EAF3B74999544CE053B065F00A4265"
"FD_COMMON","3","","","","","","","","","3","Y","","","","","","","","","","3","","2022/03/18 20:00:54.52","CUSTOMIZED_USER","2022/03/18 20:00:58.971","CUSTOMIZED_USER","D9EAF3B74999544CE053B065F00A4265"
"FD_COMMON","C1","","","","","","","","","C1","Y","","","","","","","","","","1","","2022/03/18 19:25:32.343","CUSTOMIZED_USER","2022/03/18 19:25:52.935","CUSTOMIZED_USER","D9EAF3B74999544CE053B065F00A4265"
"FD_COMMON","C2","","","","","","","","","C2","Y","","","","","","","","","","2","","2022/03/18 19:25:37.856","CUSTOMIZED_USER","2022/03/18 19:25:53.205","CUSTOMIZED_USER","D9EAF3B74999544CE053B065F00A4265"
"FD_COMMON","C3","","","","","","","","","C3","Y","","","","","","","","","","3","","2022/03/18 19:25:45.917","CUSTOMIZED_USER","2022/03/18 19:25:53.324","CUSTOMIZED_USER","D9EAF3B74999544CE053B065F00A4265"
"FA_ASSET_KEY","2012","","","","","","","","","Budget Year 2012","Y","","","","","","","","","","","","2013/11/07 11:51:29.0","CUSTOMIZED_USER","2013/11/07 11:55:29.589","CUSTOMIZED_USER","EA91153D06020F13E0436204548C2391"
"FA_ASSET_KEY","2013","","","","","","","","","Budget Year 2013","Y","","","","","","","","","","","","2013/11/07 11:55:34.165","CUSTOMIZED_USER","2013/11/07 11:55:55.151","CUSTOMIZED_USER","EA90DF3E12AA0F30E0436204548CA818"
"FA_ASSET_KEY","2014","","","","","","","","","Budget Year 2014","Y","","","","","","","","","","","","2013/11/07 11:56:00.96","CUSTOMIZED_USER","2013/11/07 11:56:09.067","CUSTOMIZED_USER","EA90DF3E12AA0F30E0436204548CA818"
"FA_ASSET_KEY","2015","","","","","","","","","Budget Year 2015","Y","","","","","","","","","","","","2013/11/07 11:56:16.939","CUSTOMIZED_USER","2013/11/07 11:56:27.648","CUSTOMIZED_USER","EA90DF3E12AA0F30E0436204548CA818"
"FA_ASSET_KEY","AMINE PLANT","","","","","","","","","Amine Plant","Y","","","","","","","","","","","","2020/04/07 17:16:46.484","CUSTOMIZED_USER","2020/04/07 17:18:31.46","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_ASSET_KEY","COMPRESSOR STATION","","","","","","","","","Compressor Station","Y","","","","","","","","","","","","2020/04/07 17:12:52.889","CUSTOMIZED_USER","2020/04/07 17:18:30.322","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_ASSET_KEY","FEEDER LINE PIPE SEG","","","","","","","","","Feeder Line Pipe Segment","Y","","","","","","","","","","","","2020/04/07 17:18:06.433","CUSTOMIZED_USER","2020/04/07 17:18:31.758","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_ASSET_KEY","FIRE SUPPRESSION","","","","","","","","","Fire Suppression System","Y","","","","","","","","","","","","2021/04/01 11:39:31.586","CUSTOMIZED_USER","2021/04/01 11:41:36.762","CUSTOMIZED_USER","BE4F6C45C2F7FC28E0532C60FD0A1DE4"
"FA_ASSET_KEY","FRACTIONATOR","","","","","","","","","Fractionator","Y","","","","","","","","","","","","2020/04/07 17:14:20.571","CUSTOMIZED_USER","2020/04/07 17:18:31.035","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_ASSET_KEY","GAS PROCESSING PLANT","","","","","","","","","Gas Processing Plant","Y","","","","","","","","","","","","2020/04/07 17:13:21.953","CUSTOMIZED_USER","2020/04/07 17:18:30.524","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_ASSET_KEY","GLYCOL EXCHANGER","","","","","","","","","Glycol Exchanger","Y","","","","","","","","","","","","2020/04/07 17:14:38.793","CUSTOMIZED_USER","2020/04/07 17:18:31.16","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_ASSET_KEY","INJECTION WELL","","","","","","","","","Injection Well","Y","","","","","","","","","","","","2021/04/01 11:39:13.483","CUSTOMIZED_USER","2021/04/01 11:41:36.673","CUSTOMIZED_USER","BE4F6C45C2F7FC28E0532C60FD0A1DE4"
"FA_ASSET_KEY","MAINLINE PIPE SEG","","","","","","","","","Mainline Pipe Segment","Y","","","","","","","","","","","","2020/04/07 17:17:03.017","CUSTOMIZED_USER","2020/04/07 17:18:31.586","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_ASSET_KEY","NGL COALESCER & AMIN","","","","","","","","","NGL Coalescer & Amin","Y","","","","","","","","","","","","2020/04/07 17:16:25.234","CUSTOMIZED_USER","2020/04/07 17:18:31.302","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_ASSET_KEY","OIL GAS SEPARATOR","","","","","","","","","Oil and Gas Separator","Y","","","","","","","","","","","","2021/04/01 11:37:39.003","CUSTOMIZED_USER","2021/04/01 11:41:36.36","CUSTOMIZED_USER","BE4F6C45C2F7FC28E0532C60FD0A1DE4"
"FA_ASSET_KEY","PRODUCTION CASING","","","","","","","","","Production Casing","Y","","","","","","","","","","","","2021/04/01 11:40:39.87","CUSTOMIZED_USER","2021/04/01 11:41:37.046","CUSTOMIZED_USER","BE4F6C45C2F7FC28E0532C60FD0A1DE4"
"FA_ASSET_KEY","PRODUCTION WELL","","","","","","","","","Production Well","Y","","","","","","","","","","","","2021/04/01 11:38:25.139","CUSTOMIZED_USER","2021/04/01 11:41:36.478","CUSTOMIZED_USER","BE4F6C45C2F7FC28E0532C60FD0A1DE4"
"FA_ASSET_KEY","PUMP JACK","","","","","","","","","Pump Jack","Y","","","","","","","","","","","","2021/04/01 11:40:28.804","CUSTOMIZED_USER","2021/04/01 11:41:36.947","CUSTOMIZED_USER","BE4F6C45C2F7FC28E0532C60FD0A1DE4"
"FA_ASSET_KEY","REFRIGERATION PLANT","","","","","","","","","Refrigeration Plant","Y","","","","","","","","","","","","2020/04/07 17:14:02.616","CUSTOMIZED_USER","2020/04/07 17:18:30.88","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_ASSET_KEY","RESIDUE COMPRESSOR","","","","","","","","","Residue Compressor","Y","","","","","","","","","","","","2020/04/07 17:11:47.193","CUSTOMIZED_USER","2020/04/07 17:18:30.109","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_ASSET_KEY","SMOKELESS FLARE","","","","","","","","","Smokeless Flare Stake","Y","","","","","","","","","","","","2021/04/01 11:35:14.0","CUSTOMIZED_USER","2021/04/01 11:41:35.573","CUSTOMIZED_USER","BE4F6C45C2F7FC28E0532C60FD0A1DE4"
"FA_ASSET_KEY","STORAGE TANK","","","","","","","","","Storage Tank","Y","","","","","","","","","","","","2021/04/01 11:38:57.779","CUSTOMIZED_USER","2021/04/01 11:41:36.572","CUSTOMIZED_USER","BE4F6C45C2F7FC28E0532C60FD0A1DE4"
"FA_ASSET_KEY","STORAGE TERMINAL","","","","","","","","","Storage Terminal","Y","","","","","","","","","","","","2021/04/01 11:40:06.634","CUSTOMIZED_USER","2021/04/01 11:41:36.864","CUSTOMIZED_USER","BE4F6C45C2F7FC28E0532C60FD0A1DE4"
"FA_ASSET_KEY","SURFACE FLOWLINE","","","","","","","","","Surface Flowline","Y","","","","","","","","","","","","2021/04/01 11:40:59.723","CUSTOMIZED_USER","2021/04/01 11:41:37.149","CUSTOMIZED_USER","BE4F6C45C2F7FC28E0532C60FD0A1DE4"
"FA_ASSET_KEY","TANK FARM","","","","","","","","","Tank Farm","Y","","","","","","","","","","","","2020/04/07 17:13:42.95","CUSTOMIZED_USER","2020/04/07 17:18:30.66","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_ASSET_KEY","TECHNOLOGY","","","","","","","","","Technology","Y","","","","","","","","","","","","2013/11/04 09:55:22.007","CUSTOMIZED_USER","2013/11/04 09:55:46.124","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_ASSET_KEY","VAPOR RECOVERY UNIT","","","","","","","","","Vapor Recovery Unit","Y","","","","","","","","","","","","2020/04/07 17:05:00.0","CUSTOMIZED_USER","2020/04/07 17:18:28.623","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_ASSET_KEY","WATER INJECTION PUMP","","","","","","","","","Water Injection Pump","Y","","","","","","","","","","","","2021/04/01 11:37:05.352","CUSTOMIZED_USER","2021/04/01 11:41:36.231","CUSTOMIZED_USER","BE4F6C45C2F7FC28E0532C60FD0A1DE4"
"FA_ASSET_KEY","WELLHEAD","","","","","","","","","Wellhead","Y","","","","","","","","","","","","2021/04/01 11:41:18.207","CUSTOMIZED_USER","2021/04/01 11:41:37.234","CUSTOMIZED_USER","BE4F6C45C2F7FC28E0532C60FD0A1DE4"
"FA_BUILDING","1","","","","","","","","","1","Y","","","","","","","","","","","","2018/03/14 11:01:26.0","CUSTOMIZED_USER","2018/03/14 11:02:22.234","CUSTOMIZED_USER","675AB4694F2EF4ECE053E9A7FD0AE652"
"FA_BUILDING","2","","","","","","","","","2","Y","","","","","","","","","","","","2018/03/14 11:02:09.847","CUSTOMIZED_USER","2018/03/14 11:02:22.472","CUSTOMIZED_USER","675AB4694F2EF4ECE053E9A7FD0AE652"
"FA_BUILDING","MANUFACTURING","","","","","","","","","Manufacturing","Y","","","","","","","","","","","","2013/11/04 09:56:27.791","CUSTOMIZED_USER","2013/11/04 09:56:44.677","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_BUILDING","OFFICE","","","","","","","","","Office","Y","","","","","","","","","","","","2013/11/04 09:56:48.67","CUSTOMIZED_USER","2013/11/04 09:57:07.238","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_BUILDING","OFFICES","","","","","","","","","OFFICES","Y","","","","","","","","","","","","2018/12/05 17:55:35.0","CUSTOMIZED_USER","2018/12/05 17:55:48.165","CUSTOMIZED_USER","7C461737177213B1E0537990DF0AC065"
"FA_CITY","ALEXANDRIA","","","","","","","","","Alexandria","Y","","","","","","","","","","","","2021/04/09 10:58:55.375","CUSTOMIZED_USER","2021/04/09 10:59:26.722","CUSTOMIZED_USER","BF753067B5C8586FE0532D60FD0AAC92"
"FA_CITY","ARDMORE","","","","","","","","","Ardmore","Y","","","","","","","","","","","","2020/04/07 18:41:10.946","CUSTOMIZED_USER","2020/04/07 18:43:21.427","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","ATLANTA","","","","","","","","","Atlanta","Y","","","","","","","","","","","","2013/11/04 10:00:15.749","CUSTOMIZED_USER","2013/11/04 10:00:26.585","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","AUSTIN","","","","","","","","","Austin","Y","","","","","","","","","","","","2020/04/07 18:39:49.631","CUSTOMIZED_USER","2020/04/07 18:43:20.42","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","BARTLESVILLE","","","","","","","","","Bartlesville","Y","","","","","","","","","","","","2020/04/07 18:42:27.754","CUSTOMIZED_USER","2020/04/07 18:43:22.027","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","BATHURST","","","","","","","","","Bathurst","Y","","","","","","","","","","","","2016/10/05 11:00:34.425","CUSTOMIZED_USER","2016/10/05 11:00:53.294","CUSTOMIZED_USER","3E1D01ED3B177932E0537AA3FD0AF2A0"
"FA_CITY","BATON ROUGE","","","","","","","","","Baton Rouge","Y","","","","","","","","","","","","2021/04/09 10:57:32.941","CUSTOMIZED_USER","2021/04/09 10:59:26.374","CUSTOMIZED_USER","BF753067B5C8586FE0532D60FD0AAC92"
"FA_CITY","BEIJING","","","","","","","","","Beijing","Y","","","","","","","","","","","","2013/11/04 10:00:29.781","CUSTOMIZED_USER","2013/11/04 10:00:52.195","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","BELFAST","","","","","","","","","Belfast","Y","","","","","","","","","","","","2013/11/04 10:00:55.239","CUSTOMIZED_USER","2013/11/04 10:01:17.263","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","BENGALURU","","","","","","","","","Bengaluru","Y","","","","","","","","","","","","2019/07/16 14:17:45.084","CUSTOMIZED_USER","2019/07/16 14:19:56.172","CUSTOMIZED_USER","8DCCC5911F953BF5E053C390DF0A6DD4"
"FA_CITY","BERLIN","","","","","","","","","Berlin","Y","","","","","","","","","","","","2016/10/19 07:17:04.025","CUSTOMIZED_USER","2016/10/19 07:17:14.592","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","BIRMINGHAM","","","","","","","","","Birmingham","Y","","","","","","","","","","","","2013/11/04 10:01:20.733","CUSTOMIZED_USER","2013/11/04 10:02:56.999","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","BOLGE MUDURLUGU","","","","","","","","","BOLGE MUDURLUGU","Y","","","","","","","","","","","","2018/03/14 10:59:57.199","CUSTOMIZED_USER","2018/03/14 11:00:14.357","CUSTOMIZED_USER","675AB4694F2EF4ECE053E9A7FD0AE652"
"FA_CITY","BORDEAUX","","","","","","","","","Bordeaux","Y","","","","","","","","","","","","2013/11/04 10:03:15.007","CUSTOMIZED_USER","2013/11/04 10:03:27.048","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","BREMEN","","","","","","","","","Bremen","Y","","","","","","","","","","","","2016/10/19 07:17:44.894","CUSTOMIZED_USER","2016/10/19 07:17:56.902","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","BRISTOL","","","","","","","","","Bristol","Y","","","","","","","","","","","","2013/11/04 10:03:30.132","CUSTOMIZED_USER","2013/11/04 10:03:54.324","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","BURSA","","","","","","","","","BURSA","Y","","","","","","","","","","","","2018/03/13 14:09:03.718","CUSTOMIZED_USER","2018/03/13 14:09:14.479","CUSTOMIZED_USER","674CA9E17493D2EDE053E9A7FD0ACD8F"
"FA_CITY","CHENNAI","","","","","","","","","Chennai","Y","","","","","","","","","","","","2019/07/16 14:18:06.039","CUSTOMIZED_USER","2019/07/16 14:19:56.292","CUSTOMIZED_USER","8DCCC5911F953BF5E053C390DF0A6DD4"
"FA_CITY","CHICAGO","","","","","","","","","Chicago","Y","","","","","","","","","","","","2013/11/04 10:03:58.976","CUSTOMIZED_USER","2013/11/04 10:04:22.593","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","CHULLORA","","","","","","","","","Chullora","Y","","","","","","","","","","","","2016/10/05 10:59:41.938","CUSTOMIZED_USER","2016/10/05 11:00:00.915","CUSTOMIZED_USER","3E1D01ED3B177932E0537AA3FD0AF2A0"
"FA_CITY","COTULLA","","","","","","","","","Cotulla","Y","","","","","","","","","","","","2020/04/07 18:39:33.792","CUSTOMIZED_USER","2020/04/07 18:43:20.257","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","DALLAS","","","","","","","","","Dallas","Y","","","","","","","","","","","","2020/04/07 18:38:13.116","CUSTOMIZED_USER","2020/04/07 18:43:19.598","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","DENVER","","","","","","","","","Denver","Y","","","","","","","","","","","","2019/03/07 11:34:39.0","CUSTOMIZED_USER","2019/03/07 11:34:55.795","CUSTOMIZED_USER","83804E8FEA9C86A6E053C390DF0AACED"
"FA_CITY","DEPO","","","","","","","","","DEPO","Y","","","","","","","","","","","","2018/03/14 10:58:38.58","CUSTOMIZED_USER","2018/03/14 11:00:14.315","CUSTOMIZED_USER","675AB4694F2EF4ECE053E9A7FD0AE652"
"FA_CITY","DRESDEN","","","","","","","","","DRESDEN","Y","","","","","","","","","","","","2016/10/19 09:17:32.072","CUSTOMIZED_USER","2016/10/19 09:17:55.379","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
